x_raw,y_calibrated
0.3077635706,0.7260869565
0.3081298251,0.7260869565
0.3083848257,0.7260869565
0.3088168914,0.7260869565
0.3088264605,0.7260869565
0.3090252590,0.7260869565
0.3090867359,0.7260869565
0.3093048633,0.7260869565
0.3093969111,0.7260869565
0.3094064680,0.7260869565
0.3094724776,0.7260869565
0.3095114318,0.7260869565
0.3097046958,0.7260869565
0.3097173163,0.7260869565
0.3102771093,0.7260869565
0.3104172609,0.7260869565
0.3105051434,0.7260869565
0.3107675557,0.7260869565
0.3108750869,0.7260869565
0.3108816471,0.7260869565
0.3109745963,0.7260869565
0.3117491582,0.7260869565
0.3117548583,0.7260869565
0.3119753341,0.7260869565
0.3125344984,0.7260869565
0.3126589079,0.7260869565
0.3126974760,0.7260869565
0.3131710316,0.7260869565
0.3134011081,0.7260869565
0.3139063879,0.7260869565
0.3141634033,0.7260869565
0.3141844454,0.7260869565
0.3142221824,0.7260869565
0.3142254194,0.7260869565
0.3144075802,0.7260869565
0.3144898055,0.7260869565
0.3145424476,0.7260869565
0.3153452697,0.7260869565
0.3162012127,0.7260869565
0.3162547797,0.7260869565
0.3162772810,0.7260869565
0.3164185462,0.7260869565
0.3164682374,0.7260869565
0.3165202508,0.7260869565
0.3166485769,0.7260869565
0.3168223702,0.7260869565
0.3168676991,0.7260869565
0.3171021996,0.7260869565
0.3172239446,0.7260869565
0.3172772986,0.7260869565
0.3175916173,0.7260869565
0.3177016154,0.7260869565
0.3178154722,0.7260869565
0.3180437984,0.7260869565
0.3180998534,0.7260869565
0.3181487859,0.7260869565
0.3181545917,0.7260869565
0.3184137763,0.7260869565
0.3184542782,0.7260869565
0.3184552075,0.7260869565
0.3184650045,0.7260869565
0.3188044370,0.7260869565
0.3188291247,0.7260869565
0.3188800372,0.7260869565
0.3191238928,0.7260869565
0.3191298614,0.7260869565
0.3196721320,0.7260869565
0.3196746959,0.7260869565
0.3198871789,0.7260869565
0.3199374812,0.7260869565
0.3201530830,0.7260869565
0.3201555231,0.7260869565
0.3201714214,0.7260869565
0.3202163272,0.7260869565
0.3202957849,0.7260869565
0.3205535965,0.7260869565
0.3209328825,0.7260869565
0.3210062910,0.7260869565
0.3210114421,0.7260869565
0.3210926884,0.7260869565
0.3211047391,0.7260869565
0.3211416190,0.7260869565
0.3213548539,0.7260869565
0.3214767399,0.7260869565
0.3214780838,0.7260869565
0.3220164424,0.7260869565
0.3221660687,0.7260869565
0.3221677646,0.7260869565
0.3222373416,0.7260869565
0.3223885596,0.7260869565
0.3224878736,0.7260869565
0.3226010944,0.7260869565
0.3226587440,0.7260869565
0.3227158914,0.7260869565
0.3229485151,0.7260869565
0.3230924504,0.7260869565
0.3231096464,0.7260869565
0.3232411691,0.7260869565
0.3235046851,0.7260869565
0.3238281104,0.7260869565
0.3238491017,0.7260869565
0.3240240320,0.7260869565
0.3240881105,0.7260869565
0.3242829198,0.7260869565
0.3242973175,0.7260869565
0.3243292106,0.7260869565
0.3244354531,0.7260869565
0.3246079047,0.7260869565
0.3246243534,0.7260869565
0.3250500889,0.7260869565
0.3250555947,0.7260869565
0.3251133479,0.7260869565
0.3251145228,0.7260869565
0.3252513848,0.7260869565
0.3253162945,0.7260869565
0.3255130528,0.7260869565
0.3261108543,0.7260869565
0.3261561059,0.7260869565
0.3262487618,0.7260869565
0.3266117622,0.7260869565
0.3266967921,0.7260869565
0.3269083878,0.7260869565
0.3269678546,0.7260869565
0.3273301824,0.7260869565
0.3273494259,0.7260869565
0.3273524711,0.7260869565
0.3275032921,0.7260869565
0.3275286972,0.7260869565
0.3277015090,0.7260869565
0.3277594292,0.7260869565
0.3281213527,0.7260869565
0.3281830871,0.7260869565
0.3286895644,0.7260869565
0.3287806237,0.7260869565
0.3289332470,0.7260869565
0.3289929567,0.7260869565
0.3290694301,0.7260869565
0.3292325760,0.7260869565
0.3293950109,0.7260869565
0.3294862963,0.7260869565
0.3297222587,0.7260869565
0.3298942814,0.7260869565
0.3299005638,0.7260869565
0.3300338164,0.7260869565
0.3304509542,0.7260869565
0.3306003671,0.7260869565
0.3306891029,0.7260869565
0.3307151829,0.7260869565
0.3308192615,0.7260869565
0.3311846964,0.7260869565
0.3312194912,0.7260869565
0.3312519535,0.7260869565
0.3315473127,0.7260869565
0.3316599494,0.7260869565
0.3317334457,0.7260869565
0.3317756912,0.7260869565
0.3317944973,0.7260869565
0.3320010140,0.7260869565
0.3321790524,0.7260869565
0.3323042834,0.7260869565
0.3324439703,0.7260869565
0.3324621690,0.7260869565
0.3325121843,0.7260869565
0.3326461566,0.7260869565
0.3326935218,0.7260869565
0.3328173936,0.7260869565
0.3330253053,0.7260869565
0.3331578096,0.7260869565
0.3333007802,0.7260869565
0.3333610559,0.7260869565
0.3334058734,0.7260869565
0.3336623194,0.7260869565
0.3338383317,0.7260869565
0.3338760091,0.7260869565
0.3339452980,0.7260869565
0.3340199015,0.7260869565
0.3341171086,0.7260869565
0.3341678063,0.7260869565
0.3346961950,0.7260869565
0.3347573344,0.7260869565
0.3348132765,0.7260869565
0.3348579731,0.7260869565
0.3352736724,0.7260869565
0.3354915082,0.7260869565
0.3357117841,0.7260869565
0.3357404863,0.7260869565
0.3358176880,0.7260869565
0.3358430038,0.7260869565
0.3359394145,0.7260869565
0.3359499015,0.7260869565
0.3360918805,0.7260869565
0.3362553603,0.7260869565
0.3365490612,0.7260869565
0.3365653485,0.7260869565
0.3365834665,0.7260869565
0.3366089706,0.7260869565
0.3366243082,0.7260869565
0.3366435763,0.7260869565
0.3367364375,0.7260869565
0.3368348221,0.7260869565
0.3369200709,0.7260869565
0.3369208987,0.7260869565
0.3370434915,0.7260869565
0.3370622018,0.7260869565
0.3371732908,0.7260869565
0.3373221790,0.7260869565
0.3375610502,0.7260869565
0.3377141632,0.7260869565
0.3377704476,0.7260869565
0.3380607260,0.7260869565
0.3380889799,0.7260869565
0.3381103369,0.7260869565
0.3381880592,0.7260869565
0.3382501163,0.7260869565
0.3383801553,0.7260869565
0.3385425780,0.7260869565
0.3385626403,0.7260869565
0.3387363341,0.7260869565
0.3388536273,0.7260869565
0.3389119848,0.7260869565
0.3389342941,0.7260869565
0.3389493347,0.7260869565
0.3390599111,0.7260869565
0.3394035552,0.7260869565
0.3394939944,0.7260869565
0.3396397871,0.7260869565
0.3396703791,0.7260869565
0.3398234383,0.7260869565
0.3398967938,0.7260869565
0.3402586412,0.7260869565
0.3402587713,0.7260869565
0.3403148243,0.7260869565
0.3406250706,0.7260869565
0.3409233785,0.7260869565
0.3409822375,0.7260869565
0.3411101994,0.7260869565
0.3412631659,0.7260869565
0.3413389446,0.7260869565
0.3414314561,0.7260869565
0.3415843105,0.7260869565
0.3416226998,0.7260869565
0.3416320133,0.7260869565
0.3416635917,0.7260869565
0.3416796256,0.7260869565
0.3419862448,0.7260869565
0.3420311368,0.7260869565
0.3421632321,0.7260869565
0.3423113916,0.7260869565
0.3423131946,0.7260869565
0.3425768843,0.7260869565
0.3429220660,0.7260869565
0.3429751075,0.7260869565
0.3431311669,0.7260869565
0.3432363008,0.7260869565
0.3434211030,0.7260869565
0.3437141137,0.7260869565
0.3438386657,0.7260869565
0.3440909912,0.7260869565
0.3440948422,0.7260869565
0.3441110621,0.7260869565
0.3442642056,0.7260869565
0.3443596236,0.7260869565
0.3444362995,0.7260869565
0.3444487253,0.7260869565
0.3444989671,0.7260869565
0.3446172840,0.7260869565
0.3446476734,0.7260869565
0.3448029677,0.7260869565
0.3448459405,0.7260869565
0.3449041199,0.7260869565
0.3449748621,0.7260869565
0.3450193074,0.7260869565
0.3451735446,0.7260869565
0.3452474294,0.7260869565
0.3453679805,0.7260869565
0.3454795806,0.7260869565
0.3456248952,0.7260869565
0.3456835136,0.7260869565
0.3457070508,0.7260869565
0.3457416122,0.7260869565
0.3458482378,0.7260869565
0.3459743940,0.7260869565
0.3460064951,0.7260869565
0.3463123308,0.7260869565
0.3465414067,0.7260869565
0.3467233910,0.7260869565
0.3467727814,0.7260869565
0.3467914546,0.7260869565
0.3468622033,0.7260869565
0.3469970325,0.7260869565
0.3470047379,0.7260869565
0.3470059940,0.7260869565
0.3472998859,0.7260869565
0.3474922201,0.7260869565
0.3475000621,0.7260869565
0.3476930017,0.7260869565
0.3477294327,0.7260869565
0.3478447003,0.7260869565
0.3478850164,0.7260869565
0.3479248707,0.7260869565
0.3479747929,0.7260869565
0.3481263253,0.7260869565
0.3482507162,0.7260869565
0.3482791164,0.7260869565
0.3482802939,0.7260869565
0.3483245230,0.7260869565
0.3483369086,0.7260869565
0.3485058032,0.7260869565
0.3486377371,0.7260869565
0.3488586490,0.7260869565
0.3488721504,0.7260869565
0.3488849955,0.7260869565
0.3488961997,0.7260869565
0.3489256003,0.7260869565
0.3489887092,0.7260869565
0.3490079002,0.7260869565
0.3491570864,0.7260869565
0.3492025150,0.7260869565
0.3492838485,0.7260869565
0.3493697715,0.7260869565
0.3495710294,0.7260869565
0.3498412033,0.7260869565
0.3498831836,0.7260869565
0.3499311906,0.7260869565
0.3500079882,0.7260869565
0.3500195579,0.7260869565
0.3500912381,0.7260869565
0.3502362281,0.7260869565
0.3502645766,0.7260869565
0.3504287014,0.7260869565
0.3505723029,0.7260869565
0.3505913723,0.7260869565
0.3506421634,0.7260869565
0.3507381164,0.7260869565
0.3511093697,0.7260869565
0.3512274654,0.7260869565
0.3512398209,0.7260869565
0.3513298484,0.7260869565
0.3515769302,0.7260869565
0.3516417149,0.7260869565
0.3516775955,0.7260869565
0.3517204378,0.7260869565
0.3517625917,0.7260869565
0.3517688642,0.7260869565
0.3518786110,0.7260869565
0.3519033260,0.7260869565
0.3521448965,0.7260869565
0.3521627200,0.7260869565
0.3522124886,0.7260869565
0.3523177189,0.7260869565
0.3524620661,0.7260869565
0.3525760422,0.7260869565
0.3525826559,0.7260869565
0.3527848180,0.7260869565
0.3527938184,0.7260869565
0.3530903838,0.7260869565
0.3531077528,0.7260869565
0.3532522818,0.7260869565
0.3532795451,0.7260869565
0.3536428707,0.7260869565
0.3537833219,0.7260869565
0.3538078936,0.7260869565
0.3539862077,0.7260869565
0.3540054664,0.7260869565
0.3540831744,0.7260869565
0.3540998893,0.7260869565
0.3541230377,0.7260869565
0.3541729433,0.7260869565
0.3541813160,0.7260869565
0.3544161124,0.7260869565
0.3544388745,0.7260869565
0.3544674310,0.7260869565
0.3545344738,0.7260869565
0.3547191064,0.7260869565
0.3549679010,0.7260869565
0.3550336419,0.7260869565
0.3552150478,0.7260869565
0.3553542554,0.7260869565
0.3554184931,0.7260869565
0.3554658091,0.7260869565
0.3556467261,0.7260869565
0.3556517686,0.7260869565
0.3556879435,0.7260869565
0.3557362931,0.7260869565
0.3557876288,0.7260869565
0.3558137021,0.7260869565
0.3559000674,0.7260869565
0.3560594171,0.7260869565
0.3561653612,0.7260869565
0.3561804950,0.7260869565
0.3563140216,0.7260869565
0.3565879777,0.7260869565
0.3566111209,0.7260869565
0.3567511670,0.7260869565
0.3567847554,0.7260869565
0.3569382525,0.7260869565
0.3572219014,0.7260869565
0.3573644588,0.7260869565
0.3574232403,0.7260869565
0.3574438920,0.7260869565
0.3574694684,0.7260869565
0.3574727424,0.7260869565
0.3574876829,0.7260869565
0.3574892692,0.7260869565
0.3578008088,0.7260869565
0.3579044555,0.7260869565
0.3579776409,0.7260869565
0.3579832657,0.7260869565
0.3580413727,0.7260869565
0.3581120935,0.7260869565
0.3581174491,0.7260869565
0.3581602247,0.7260869565
0.3583069038,0.7260869565
0.3584540707,0.7260869565
0.3584743440,0.7260869565
0.3586605321,0.7260869565
0.3587982947,0.7260869565
0.3588354227,0.7260869565
0.3590697713,0.7260869565
0.3591355285,0.7260869565
0.3593030919,0.7260869565
0.3595615407,0.7260869565
0.3599540220,0.7260869565
0.3599724652,0.7260869565
0.3600827528,0.7260869565
0.3604559590,0.7260869565
0.3604618066,0.7260869565
0.3605328939,0.7260869565
0.3607043287,0.7260869565
0.3609915052,0.7260869565
0.3610307695,0.7260869565
0.3612420175,0.7260869565
0.3612773084,0.7260869565
0.3613022951,0.7260869565
0.3614697121,0.7260869565
0.3615322822,0.7260869565
0.3615485331,0.7260869565
0.3615696337,0.7260869565
0.3618273544,0.7260869565
0.3618562105,0.7260869565
0.3619363783,0.7260869565
0.3619394061,0.7260869565
0.3619550627,0.7260869565
0.3623120451,0.7260869565
0.3623189991,0.7260869565
0.3626353649,0.7260869565
0.3627388373,0.7260869565
0.3629224645,0.7260869565
0.3629272130,0.7260869565
0.3633034413,0.7260869565
0.3635052727,0.7260869565
0.3638540995,0.7260869565
0.3639304027,0.7260869565
0.3639403254,0.7260869565
0.3640211307,0.7260869565
0.3642933776,0.7260869565
0.3643846185,0.7260869565
0.3643848177,0.7260869565
0.3644175124,0.7260869565
0.3645283407,0.7260869565
0.3646277756,0.7260869565
0.3646463532,0.7260869565
0.3646484339,0.7260869565
0.3647181833,0.7260869565
0.3650223758,0.7260869565
0.3652429296,0.7260869565
0.3653409249,0.7260869565
0.3655061083,0.7260869565
0.3658157286,0.7260869565
0.3659333494,0.7260869565
0.3659638513,0.7260869565
0.3660322279,0.7260869565
0.3660560223,0.7260869565
0.3660595625,0.7260869565
0.3661983389,0.7260869565
0.3662029138,0.7260869565
0.3665336993,0.7260869565
0.3667081807,0.7260869565
0.3667679255,0.7260869565
0.3669710265,0.7260869565
0.3671051890,0.7260869565
0.3671282429,0.7260869565
0.3671829644,0.7260869565
0.3677984961,0.7260869565
0.3678240085,0.7260869565
0.3679219775,0.7260869565
0.3679665069,0.7260869565
0.3680039428,0.7260869565
0.3680752933,0.7260869565
0.3682235295,0.7260869565
0.3682434120,0.7260869565
0.3683254892,0.7260869565
0.3685776667,0.7260869565
0.3685847560,0.7260869565
0.3687611034,0.7260869565
0.3688975697,0.7260869565
0.3689164185,0.7260869565
0.3692187518,0.7260869565
0.3692602341,0.7260869565
0.3692673558,0.7260869565
0.3692755453,0.7260869565
0.3694595605,0.7260869565
0.3694706600,0.7260869565
0.3694763221,0.7260869565
0.3697634753,0.7260869565
0.3697772062,0.7260869565
0.3698283288,0.7260869565
0.3698559214,0.7260869565
0.3702060470,0.7260869565
0.3702116352,0.7260869565
0.3702591145,0.7260869565
0.3702607731,0.7260869565
0.3703002776,0.7260869565
0.3704194778,0.7260869565
0.3704826613,0.7260869565
0.3705359580,0.7260869565
0.3706531678,0.7260869565
0.3707512393,0.7260869565
0.3707877692,0.7260869565
0.3708311251,0.7260869565
0.3708986738,0.7260869565
0.3710491660,0.7260869565
0.3712996720,0.7260869565
0.3713099899,0.7260869565
0.3715612096,0.7260869565
0.3716252211,0.7260869565
0.3716353617,0.7260869565
0.3716601921,0.7260869565
0.3716785738,0.7260869565
0.3718097383,0.7260869565
0.3720046377,0.7260869565
0.3721143859,0.7260869565
0.3721204041,0.7260869565
0.3721245395,0.7260869565
0.3722130400,0.7260869565
0.3723050449,0.7260869565
0.3723451821,0.7260869565
0.3725199109,0.7260869565
0.3726775314,0.7260869565
0.3727417239,0.7260869565
0.3727587964,0.7260869565
0.3728411052,0.7260869565
0.3729115110,0.7260869565
0.3729403714,0.7260869565
0.3730579368,0.7260869565
0.3731943729,0.7260869565
0.3732028362,0.7260869565
0.3733000966,0.7260869565
0.3733300424,0.7260869565
0.3734181211,0.7260869565
0.3734357758,0.7260869565
0.3735861898,0.7260869565
0.3737295171,0.7260869565
0.3737876231,0.7260869565
0.3738616916,0.7260869565
0.3738835796,0.7260869565
0.3738939250,0.7260869565
0.3739102314,0.7260869565
0.3740099116,0.7260869565
0.3740661263,0.7260869565
0.3740690931,0.7260869565
0.3741962817,0.7260869565
0.3744130481,0.7260869565
0.3744420361,0.7260869565
0.3745179638,0.7260869565
0.3745298448,0.7260869565
0.3745535272,0.7260869565
0.3746069048,0.7260869565
0.3747554202,0.7260869565
0.3748564967,0.7260869565
0.3749280153,0.7260869565
0.3750709221,0.7260869565
0.3751019574,0.7260869565
0.3753848610,0.7260869565
0.3755029815,0.7260869565
0.3755181467,0.7260869565
0.3755379724,0.7260869565
0.3756490128,0.7260869565
0.3757120119,0.7260869565
0.3758696881,0.7260869565
0.3759177300,0.7260869565
0.3763565782,0.7260869565
0.3764040418,0.7260869565
0.3764653318,0.7260869565
0.3766129762,0.7260869565
0.3766541788,0.7260869565
0.3767821868,0.7260869565
0.3768433668,0.7260869565
0.3769043031,0.7260869565
0.3770847858,0.7260869565
0.3771472790,0.7260869565
0.3771897368,0.7260869565
0.3772946093,0.7260869565
0.3773517159,0.7260869565
0.3776143945,0.7260869565
0.3776334791,0.7260869565
0.3777652522,0.7260869565
0.3777754403,0.7260869565
0.3777867742,0.7260869565
0.3778126728,0.7260869565
0.3778182509,0.7260869565
0.3778407012,0.7260869565
0.3778706528,0.7260869565
0.3779770725,0.7260869565
0.3780190624,0.7260869565
0.3782199971,0.7260869565
0.3782207626,0.7260869565
0.3782230901,0.7260869565
0.3782282890,0.7260869565
0.3785701260,0.7260869565
0.3786141828,0.7260869565
0.3786282793,0.7260869565
0.3786401318,0.7260869565
0.3786994085,0.7260869565
0.3787121683,0.7260869565
0.3787384652,0.7260869565
0.3788775118,0.7260869565
0.3788865534,0.7260869565
0.3789265795,0.7260869565
0.3789664349,0.7260869565
0.3790598490,0.7260869565
0.3791503401,0.7260869565
0.3791627946,0.7260869565
0.3791993525,0.7260869565
0.3792738300,0.7260869565
0.3793018166,0.7260869565
0.3793226810,0.7260869565
0.3793346671,0.7260869565
0.3793653051,0.7260869565
0.3793848449,0.7260869565
0.3793984948,0.7260869565
0.3795501519,0.7260869565
0.3795927628,0.7260869565
0.3798173019,0.7260869565
0.3799718743,0.7260869565
0.3802066163,0.7260869565
0.3802077004,0.7260869565
0.3802559828,0.7260869565
0.3802929901,0.7260869565
0.3804063357,0.7260869565
0.3804412691,0.7260869565
0.3805764167,0.7260869565
0.3806302416,0.7260869565
0.3806358715,0.7260869565
0.3807004557,0.7260869565
0.3807801557,0.7260869565
0.3808090010,0.7260869565
0.3812334492,0.7260869565
0.3812517181,0.7260869565
0.3815166076,0.7260869565
0.3816113518,0.7260869565
0.3816720435,0.7260869565
0.3817327978,0.7260869565
0.3817731381,0.7260869565
0.3818057816,0.7260869565
0.3818550630,0.7260869565
0.3819280418,0.7260869565
0.3819286961,0.7260869565
0.3819800153,0.7260869565
0.3821251870,0.7260869565
0.3821371864,0.7260869565
0.3822503847,0.7260869565
0.3824663422,0.7260869565
0.3826345255,0.7260869565
0.3826933345,0.7260869565
0.3828549875,0.7260869565
0.3828976646,0.7260869565
0.3830355179,0.7260869565
0.3830970602,0.7260869565
0.3831057756,0.7260869565
0.3833322498,0.7260869565
0.3834006386,0.7260869565
0.3834416987,0.7260869565
0.3835034071,0.7260869565
0.3835611720,0.7260869565
0.3839141075,0.7260869565
0.3840857485,0.7260869565
0.3841802949,0.7260869565
0.3842669096,0.7260869565
0.3842882941,0.7260869565
0.3844459387,0.7260869565
0.3844962742,0.7260869565
0.3845370370,0.7260869565
0.3845873986,0.7260869565
0.3846796002,0.7260869565
0.3847674882,0.7260869565
0.3848166616,0.7260869565
0.3848424175,0.7260869565
0.3849871896,0.7260869565
0.3850320480,0.7260869565
0.3850627404,0.7260869565
0.3851147526,0.7260869565
0.3855420072,0.7260869565
0.3857317799,0.7260869565
0.3857379485,0.7260869565
0.3858832137,0.7260869565
0.3860074485,0.7260869565
0.3860459108,0.7260869565
0.3860759636,0.7260869565
0.3860877212,0.7260869565
0.3861496918,0.7260869565
0.3862181339,0.7260869565
0.3862466120,0.7260869565
0.3862678595,0.7260869565
0.3864399025,0.7260869565
0.3865441276,0.7260869565
0.3865691577,0.7260869565
0.3867408217,0.7260869565
0.3868268561,0.7260869565
0.3868688622,0.7260869565
0.3868727110,0.7260869565
0.3869434287,0.7260869565
0.3869903567,0.7260869565
0.3870426491,0.7260869565
0.3870479840,0.7260869565
0.3870991965,0.7260869565
0.3871843656,0.7260869565
0.3872059344,0.7260869565
0.3872798308,0.7260869565
0.3873050669,0.7260869565
0.3875068669,0.7260869565
0.3875301829,0.7260869565
0.3875734318,0.7260869565
0.3876165851,0.7260869565
0.3876435233,0.7260869565
0.3876568076,0.7260869565
0.3877233555,0.7260869565
0.3877409053,0.7260869565
0.3879491445,0.7260869565
0.3882009421,0.7260869565
0.3882603050,0.7260869565
0.3883712926,0.7260869565
0.3883897936,0.7260869565
0.3887779142,0.7260869565
0.3888434185,0.7260869565
0.3889220326,0.7260869565
0.3891520824,0.7260869565
0.3891602996,0.7260869565
0.3891854980,0.7260869565
0.3892762764,0.7260869565
0.3893077364,0.7260869565
0.3893536874,0.7260869565
0.3893814162,0.7260869565
0.3894005367,0.7260869565
0.3895048001,0.7260869565
0.3895539265,0.7260869565
0.3896221010,0.7260869565
0.3897167362,0.7260869565
0.3897475890,0.7260869565
0.3897753790,0.7260869565
0.3898522567,0.7260869565
0.3898897098,0.7260869565
0.3899170352,0.7260869565
0.3900881282,0.7260869565
0.3901619492,0.7260869565
0.3902442364,0.7260869565
0.3902749951,0.7260869565
0.3902974080,0.7260869565
0.3903251558,0.7260869565
0.3903992240,0.7260869565
0.3904060998,0.7260869565
0.3905456620,0.7260869565
0.3906107949,0.7260869565
0.3906159816,0.7260869565
0.3906216628,0.7260869565
0.3906754490,0.7260869565
0.3907456753,0.7260869565
0.3907695201,0.7260869565
0.3910397013,0.7260869565
0.3911169137,0.7260869565
0.3911255512,0.7260869565
0.3911398004,0.7260869565
0.3911642220,0.7260869565
0.3913156108,0.7260869565
0.3913440478,0.7260869565
0.3913565143,0.7260869565
0.3914013047,0.7260869565
0.3914299631,0.7260869565
0.3916088059,0.7260869565
0.3916656625,0.7260869565
0.3917067364,0.7260869565
0.3917392358,0.7260869565
0.3918068761,0.7260869565
0.3920052158,0.7260869565
0.3921151894,0.7260869565
0.3922022412,0.7260869565
0.3924269548,0.7260869565
0.3926160234,0.7260869565
0.3926167131,0.7260869565
0.3927398105,0.7260869565
0.3928727654,0.7260869565
0.3928993504,0.7260869565
0.3929307123,0.7260869565
0.3929399691,0.7260869565
0.3929544222,0.7260869565
